Price,Close,High,Low,Open,Volume
Ticker,IBM,IBM,IBM,IBM,IBM
Date,,,,,
2024-10-11,225.60691833496094,225.78102035138306,222.89879592981927,225.59725173999982,3469200
2024-10-14,227.54127502441406,228.37305960305173,225.51985003663881,225.90673516516716,2524400
2024-10-15,225.31675720214844,229.582057072077,225.07495952152885,228.64388089062027,3350600
2024-10-16,226.0034637451172,226.2065802988709,223.537124348644,224.49464851663754,2846700
2024-10-17,225.2393798828125,225.50051075167016,223.09221530102764,224.38824732551853,5040100
2024-10-18,224.58168029785156,225.0169131664707,222.61828433381672,224.31086807923703,4715700
2024-10-21,224.14645385742188,224.794469881845,222.705334342769,223.6241773517326,2733300
2024-10-22,224.6300506591797,225.32642917664455,223.10188751019624,224.37858637826832,3180800
2024-10-23,225.1136474609375,225.68428646248918,222.70533717623746,222.85042464389005,5791000
2024-10-24,211.2247772216797,214.05865365817874,209.06794608439702,213.5557103598965,11193400
2024-10-25,207.6268310546875,211.47624600586195,207.3560188324838,209.68695202045618,8482200
2024-10-28,205.92457580566406,209.1549892068311,205.72145926475193,208.42959618068025,4993300
2024-10-29,203.5259246826172,206.340453061531,202.9649670837366,205.03475451783828,5258400
2024-10-30,198.1773681640625,204.19329548770577,197.55836670752166,202.60710333293494,6956600
2024-10-31,199.9376678466797,201.30141031084716,196.83297912593235,197.43264741096274,5925300
2024-11-01,201.41744995117188,202.95527952048582,200.60501335887292,200.95320257816647,3334100
2024-11-04,199.55078125,200.8854943064901,199.04783798158564,200.8371318225383,2593900
2024-11-05,200.75979614257812,201.29173926201372,198.8254145936196,199.40572020341114,2441500
2024-11-06,206.59193420410156,207.29797926498014,203.46789769615015,206.47586128748588,3934400
2024-11-07,206.67897033691406,207.48174033953583,204.97670536435396,206.63060785325578,3675800
2024-11-08,206.7080078125,209.59023210882705,205.79884614820955,207.1335741028623,3201000
2024-11-11,206.56292724609375,208.3425546124954,206.475868865897,207.36568254909784,3013000
2024-11-12,205.54910278320312,207.66444554796078,203.79443612653574,206.56290192123964,2817800
2024-11-13,205.60760498046875,206.0852688186603,203.80420942707343,204.22337197682705,3247800
2024-11-14,203.72622680664062,205.19818946174712,201.1527204173961,204.71078283594727,6372900
2024-11-15,199.8269805908203,203.2388270873618,198.9301541538087,202.2347705940515,3986500
2024-11-18,202.84889221191406,203.17058237980012,200.1973988958261,201.78634930477145,3405900
2024-11-19,204.95448303222656,205.032469876105,200.99674367082974,201.29893339431527,2860700
2024-11-20,209.19491577148438,209.5458491136011,204.4865662957802,205.68558235031702,4562900
2024-11-21,216.7984619140625,217.022679672281,209.84805352209563,210.37444613491198,5236400
2024-11-22,217.35411071777344,221.4775665847767,215.3264973805302,217.72454451119825,5320700
2024-11-25,220.43450927734375,220.7171985549367,217.04214869941626,217.7245298253754,7189300
2024-11-26,223.0665283203125,223.21274436493198,219.83014103767698,221.01941444881697,4449500
2024-11-27,221.2046356201172,223.41746600967141,218.62138628556124,223.0665326213477,2995100
2024-11-29,221.68226623535156,224.55796210775202,221.46780614830774,222.01369914279437,2640300
2024-12-02,221.66278076171875,222.62785121852494,219.83012712132827,221.770010812475,2655900
2024-12-03,223.2322235107422,223.33945355806236,220.96090696257434,221.51655762808858,3163800
2024-12-04,227.609130859375,227.85283415020606,223.57340495819156,224.20702756456492,4104200
2024-12-05,228.83740234375,230.56282590007504,227.5798998404933,227.66762946001765,4791100
2024-12-06,232.04454040527344,232.37598821618462,228.32076151023318,228.52546396384176,4028400
2024-12-09,224.20704650878906,233.32155630578205,223.14450364085926,232.00555247431214,4970400
2024-12-10,225.88372802734375,228.48647762621465,222.06246186302,222.6473408897555,4769500
2024-12-11,224.3240203857422,227.131487306268,223.35896478766375,226.8292975786083,3872700
2024-12-12,226.4101104736328,227.99906076347395,224.57747175611186,224.8504182645611,4515700
2024-12-13,225.00640869140625,227.89184767386357,224.46050075941548,226.40038454368408,2757400
2024-12-16,223.5539093017578,225.2110887398872,221.16561997552998,224.91864180975406,3610300
2024-12-17,223.20298767089844,224.40200378543534,221.88698385348923,223.45643375726092,3651300
2024-12-18,214.62461853027344,223.27120677673813,214.48814527847864,223.27120677673813,4152500
2024-12-19,218.28018188476562,220.50275491223803,217.36385504678722,218.76758851139502,4427200
2024-12-20,217.73428344726562,221.9454688622634,216.09658948764968,217.12014635310095,12423200
2024-12-23,216.3402862548828,218.10471064077313,215.51170395987586,217.19812663039025,2988100
2024-12-24,218.75784301757812,218.78708622485522,215.9601189008225,216.67174327648414,1186200
2024-12-26,219.2257537841797,219.72290319273648,216.94469432213808,217.68554704607033,3286500
2024-12-27,217.1688995361328,218.76759270715988,215.83341011338518,217.51983290901535,1810800
2024-12-30,214.70262145996094,216.00886766423727,212.1681010230179,214.98531076183835,2095600
2024-12-31,214.29319763183594,215.48247098179542,212.93820781500926,215.160780825711,2270200
2025-01-02,214.40042114257812,216.886197818685,212.11936178663174,216.23307474879277,2579500
2025-01-03,217.04217529296875,218.0267462456197,214.99507628767222,214.99507628767222,3872100
2025-01-06,217.06166076660156,218.6993547324596,215.19002114452775,217.3833509183678,2846700
2025-01-07,218.3191680908203,220.99990435734847,217.21762442874416,217.72453145126622,3299300
2025-01-08,217.55882263183594,219.23550267835384,215.26802032807825,218.270447042204,2619800
2025-01-10,214.21519470214844,216.82768686525569,211.3394988175594,216.408524340737,3570300
2025-01-13,211.9243927001953,214.05923607847046,209.34114356064345,212.4020565432219,3716800
2025-01-14,212.2655792236328,212.63601300805533,209.20466629961177,212.50928252928566,3485500
2025-01-15,214.4881591796875,216.09659509968967,212.51903224091112,215.30699874352607,2951600
2025-01-16,217.05191040039062,217.0713959547477,211.904897901023,214.1567140101877,3329100
2025-01-17,219.1282501220703,220.26879464227238,218.00722090496046,220.26879464227238,5506800
2025-01-21,218.61160278320312,221.72125926978123,217.21762704754755,219.32322712851484,3982200
2025-01-22,217.63681030273438,218.74809686107278,214.80011492649587,216.3890504784411,4759500
2025-01-23,220.34677124023438,220.34677124023438,217.52956166091366,218.2996724258055,3619700
2025-01-24,219.13803100585938,221.09740036787494,218.16321771390668,219.5961944430348,3232900
2025-01-27,218.48489379882812,218.65061026283942,214.30293671627064,216.59375375445197,4898400
2025-01-28,219.9763641357422,220.08359418947418,216.1843411439035,218.6701179353488,4485400
2025-01-29,222.87156677246094,223.69040636442426,218.0949727370676,219.93736925622022,7079800
2025-01-30,251.76499938964844,255.20608886314545,240.7886078972907,243.70330477723536,15381900
2025-01-31,249.25973510742188,250.7609409077738,245.54569915298566,249.6009108066309,7199800
2025-02-03,254.16305541992188,255.45954388166717,245.49695182399475,246.04284483409148,8408500
2025-02-04,257.7991027832031,258.5692135774724,251.61879037161995,253.45144403446872,6077700
2025-02-05,256.6683044433594,259.02736548408814,254.60170521288555,259.0176078323982,6165100
2025-02-06,247.05665588378906,256.74630131858294,246.36453197796,256.3563819945323,6128300
2025-02-07,245.98435974121094,250.45874876703417,245.6724272513983,248.8503129340553,3370300
2025-02-10,244.6105499267578,247.2404471104799,242.25540269990174,246.17082541890184,3564400
2025-02-11,249.9390411376953,251.9507246996304,245.896058642917,246.4063427842741,4801600
2025-02-12,251.02830505371094,251.60727296779592,247.30915568557515,247.99606803902904,3075300
2025-02-13,254.34515380859375,254.433467910941,249.65450404095853,250.88113870767415,4531500
2025-02-14,256.3960876464844,257.0437543549496,253.0890853215016,254.15870717502978,3925300
2025-02-18,258.1526184082031,259.0259666703634,254.9731611628822,257.033913279058,4262800
2025-02-19,259.3792419433594,259.4184726869258,255.22829985557388,257.10260103694185,3718700
2025-02-20,259.7913513183594,260.13481495043663,257.24976835639535,258.72172968204376,4884800
2025-02-21,256.59234619140625,259.87970300326054,256.21944447675037,258.91804063086806,5667900
2025-02-24,256.9750061035156,258.91800585447606,254.72780340453878,256.61192709763344,4398100
2025-02-25,252.93202209472656,258.55492516125213,251.970329910645,256.1997630734712,6292200
2025-02-26,251.05772399902344,253.50117025437893,249.6544613674732,253.27548868044573,3460100
2025-02-27,248.49652099609375,252.81428344874107,248.3198928142391,250.44932852347077,3402200
2025-02-28,247.72129821777344,248.08437724596826,241.9315742702769,246.17083037991094,7988800
2025-03-03,245.5133514404297,251.20493852906753,243.6096122960016,249.97830402606652,2977700
2025-03-04,248.47691345214844,250.70447100805836,243.4624308261377,244.10027480101536,5342100
2025-03-05,246.6516876220703,248.0157046776706,242.39280097545716,246.87738419245358,4009800
2025-03-06,244.0413818359375,247.38764424133055,242.1867111286679,245.081565463757,3254400
2025-03-07,256.65118408203125,257.06331648114485,240.59697704970802,241.35258805306768,6700200
2025-03-10,252.09793090820312,261.46943699393086,249.9881254366336,256.67082818011113,8165500
2025-03-11,244.29652404785156,251.90167292211967,241.26428715722724,251.20493793768642,5630600
2025-03-12,244.96383666992188,248.3984134899128,240.9404692627916,245.6703793850625,3848800
2025-03-13,241.20541381835938,244.61055242697716,238.49699522846984,244.14933665184572,3862400
2025-03-14,243.70774841308594,244.29652398885872,237.16241354532414,238.2124198644791,4045200
2025-03-17,248.24139404296875,249.870368313475,244.34560152755574,244.59092843671996,3233900
2025-03-18,242.3339080810547,247.84886695814237,240.53811338174188,247.78997592452805,4171900
2025-03-19,247.5740966796875,248.91849832184664,242.02971453060465,243.68812682975238,3853600
2025-03-20,238.7717742919922,242.18672057417712,232.78579189561802,239.67457549424495,7026800
2025-03-21,239.31149291992188,240.62645655690937,234.04187560660992,237.17224942034738,9580100
2025-03-24,243.80587768554688,244.1689716906819,241.37223895567791,242.68718758625852,4753300
2025-03-25,245.228759765625,246.2100673516796,243.5605398640452,243.71755267146966,3133800
2025-03-26,245.66053771972656,249.56615269669618,244.86568097007944,246.5535312174934,4450100
2025-03-27,241.60775756835938,245.62130217139804,241.136719126166,245.04233426479723,2889300
2025-03-28,239.4390411376953,242.94231626296371,237.5451247619091,241.66661345891058,3125300
2025-03-31,244.01194763183594,246.20025935335786,237.95728163040283,238.20260852660465,6795000
2025-04-01,245.66053771972656,245.9353026461832,238.93858973335907,243.3937195896765,4412900
2025-04-02,245.30728149414062,248.06475358744808,242.60868546390407,243.58018542527313,4080800
2025-04-03,238.9385986328125,245.92550412048357,237.99653672589798,238.17317988437958,5309600
2025-04-04,223.22784423828125,235.6708321463198,222.63906867407104,233.55120417860618,7407100
2025-04-07,221.55963134765625,227.9479385086451,210.4904826867688,215.14188615620486,7797900
2025-04-08,216.89842224121094,228.69374403656894,213.21851866297897,228.21289791186288,6850000
2025-04-09,230.91148376464844,231.88298365727303,211.13814205898112,213.06149652650825,7302800
2025-04-10,225.2591552734375,228.2227083219789,217.86991048282871,226.68204825260443,5656100
2025-04-11,231.07830810546875,233.13906004285636,223.25728538127302,225.42598175297263,4325900
2025-04-14,234.5913848876953,237.25073498622126,232.30493645667326,235.28811984957383,3321500
2025-04-15,236.20074462890625,237.01523176236736,233.8161742643884,235.07224683866028,3363700
2025-04-16,234.1105499267578,238.75213045628556,231.48063790048343,235.78857745590295,4869900
2025-04-17,234.3460693359375,237.26055415277997,232.96242200398885,235.19980217015154,4635200
2025-04-21,231.8044891357422,236.30868755561085,228.57597865370516,233.6199142373735,4908900
2025-04-22,236.39700317382812,238.1044838484301,233.57084736834722,234.04187084033302,4232700
2025-04-23,240.89138793945312,244.67923591345573,239.10541587529048,241.40167208931354,7948300
2025-04-24,225.04327392578125,228.4287821543921,220.2446803560125,226.85868400342426,15428100
2025-04-25,228.06568908691406,228.99792825569924,222.08952975877648,224.6703584083314,6700100
2025-04-28,231.74562072753906,232.2068365259195,227.73207598922696,228.5073024527537,3653500
2025-04-29,234.91522216796875,235.49419004944767,231.72597251680344,232.56989763882365,3426500
2025-04-30,237.2998046875,237.93764862105428,229.9596132543892,232.30493775686688,5143000
2025-05-01,235.18019104003906,237.83952634164703,233.50214839837227,236.92691742979693,4243300
2025-05-02,240.9600830078125,241.09746547220456,236.8189637579815,238.5853204241407,3731900
2025-05-05,244.52223205566406,245.1306529782408,239.085794284911,239.18393103894263,4137800
2025-05-06,244.46334838867188,245.51335472459795,241.5096178564178,243.12876943261182,2900600
2025-05-07,248.6339111328125,249.71335552266837,244.1787810503186,244.7871869935649,3399700
2025-05-08,249.3895263671875,251.72502839960865,248.51616315484563,250.23345154782086,3637000
2025-05-09,246.16915893554688,249.9229453186102,244.62813449075006,249.43889940527478,2901300
2025-05-12,250.60455322265625,250.72308892545212,241.67449180625343,249.42902392590614,4609500
2025-05-13,255.44496154785156,256.42291127883124,249.8044164055905,251.3355528678734,3521400
2025-05-14,254.684326171875,257.3811038322356,253.10377980321277,254.46700066935375,3634700
2025-05-15,263.4365539550781,264.1774322395114,255.46469637943667,255.85985558159942,4856300
2025-05-16,263.515625,264.72078833935063,261.37200367846,263.1106078785508,3817900
2025-05-19,265.1455383300781,265.866670751806,261.8560216880439,262.2215469843714,3198600
2025-05-20,263.70330810546875,266.0049568743448,262.3894669727079,264.1478170197581,2437900
2025-05-21,257.6972351074219,262.41909845812387,257.2428381726827,261.74737600739354,3753900
2025-05-22,255.22763061523438,258.0923540157308,254.77323369840357,257.5984351485274,3091300
2025-05-23,255.48448181152344,256.7093909732589,252.67901114911828,255.43507183623095,2722600
2025-05-27,260.0285339355469,260.5817206471342,256.4723121136179,257.82564496683733,3284200
2025-05-28,257.0748596191406,261.7769764659086,256.77852038359333,259.95935881292235,2318400
2025-05-29,255.54376220703125,257.95408884426774,253.64710037170428,257.5787056578497,2295000
2025-05-30,255.90924072265625,256.95634630801874,253.97308720679553,255.60301343711149,9668900
2025-06-02,260.69036865234375,260.7694125520493,254.09161990842583,254.71396249634415,2831900
2025-06-03,261.9745788574219,262.3301859710324,259.3864186739014,260.1470730220382,2494700
2025-06-04,262.2906799316406,263.75269071791826,261.56957763649325,261.6782253234377,2588600
2025-06-05,263.6143798828125,264.2564985676203,261.87580586067395,261.9745956695996,2658400
2025-06-06,265.59991455078125,266.88412163400454,264.2762156654259,264.73061256125504,2495200
2025-06-09,268.7708740234375,270.1439829267147,263.46619028197193,264.83929918524916,4331500
2025-06-10,272.8802795410156,274.09533077781504,269.2450440009909,269.867386582122,5163500
2025-06-11,278.0960693359375,278.3232828685397,271.7640258135324,273.33471434685345,4656000
2025-06-12,277.6120300292969,279.6173393718065,276.42661272046536,278.1059488835743,3418000
2025-06-13,273.848388671875,276.4365188140388,272.4752796969498,274.82633842041656,3243800
2025-06-16,278.40228271484375,281.0398226097333,275.2807421454568,275.9129425904824,3685300
2025-06-17,279.6074523925781,281.32631051144756,277.5823971410403,277.7305667685942,3069600
2025-06-18,279.7655334472656,283.42054534689237,279.4988280953579,281.5337715410995,3534100
2025-06-20,277.5527648925781,280.6644476756708,273.82862754761885,275.88331673708245,7677000
2025-06-23,285.66290283203125,286.0580318882552,276.80199733368374,278.22448605322154,3786200
2025-06-24,290.2168273925781,290.760126033572,284.90225608983184,286.9273111841678,4219100
2025-06-25,287.5200500488281,292.55802854959046,285.97902558691237,290.9083262601931,3862300
2025-06-26,288.37945556640625,289.3475473753225,286.6408816956371,288.25103184062596,3621100
2025-06-27,286.17657470703125,289.5549625342491,285.01090338731757,289.4067929183908,3562500
2025-06-30,291.19482421875,291.22445814676513,286.47296076102833,287.39164267591497,3495400
2025-07-01,287.6583557128906,291.5207746637448,286.5519521450779,290.96758795304584,3272800
2025-07-02,284.1515197753906,286.66063607504805,283.4106414706678,286.472944492805,3257500
2025-07-03,288.4189758300781,288.76472505598554,284.3984691370472,284.43799108622886,1853300
2025-07-07,288.91290283203125,291.6294565964241,286.82854954030665,288.94253675814986,4488100
2025-07-08,286.8878479003906,292.0146980038564,285.96913589672664,289.5352457917037,2925300
2025-07-09,286.61126708984375,288.05350180327105,285.1196223997164,287.8460643110971,2971300
2025-07-10,283.9342041015625,285.38632683497354,278.7776897162271,285.38632683497354,3487800
2025-07-11,280.1408996582031,283.93419294312974,279.47906525772885,281.5436425063615,3790700
2025-07-14,280.3384704589844,281.4645897654082,278.28375115267363,279.39012455772666,2857100
2025-07-15,279.2617492675781,280.6940959443306,277.31570765739974,280.3187127688014,2864100
2025-07-16,278.4912414550781,280.41750704689525,276.4661559091164,279.31113355174386,2804800
2025-07-17,278.57025146484375,280.01248616972896,277.48362388729333,278.0763325792678,3337200
2025-07-18,282.3931579589844,283.6674770306492,278.787556389863,279.93345173733655,4478200
2025-07-21,281.2472839355469,284.23057330398615,280.9213107348503,282.80808449902275,3051800
2025-07-22,278.5307312011719,281.41523077484163,277.82937482039966,281.2769190157622,4824200
2025-07-23,278.58013916015625,284.5762915126852,278.0170643961252,280.8422659480008,8105900
2025-07-24,257.34161376953125,258.8628621510533,249.6759834248474,258.0726040345851,22647700
2025-07-25,256.56121826171875,257.62806975326527,253.23220991142637,256.8575575242552,7758700
2025-07-28,260.0087585449219,260.7891587868332,256.45253671400025,257.13414715436085,5192500
2025-07-29,259.218505859375,262.567260133316,257.8453969257896,261.08550351823766,4627300
2025-07-30,257.09466552734375,258.8134935859853,255.75119049518855,258.4183645105571,3718300
2025-07-31,250.07110595703125,256.82791215967245,249.15242413766825,256.4130372105987,6739100
2025-08-01,247.0088348388672,248.42143560016262,242.6228327738863,248.35229479504864,9683400
2025-08-04,248.91534423828125,249.0141340394742,245.09241708879122,247.99666239465796,5280600
2025-08-05,247.62127685546875,249.72537600033306,245.97158968922946,248.93510281801537,5823000
2025-08-06,249.21170043945312,251.22689784254075,246.24818725990687,248.47082214456654,3692100
2025-08-07,247.1174774169922,251.89860816618466,245.85304639362238,249.73524123727964,6251300
2025-08-08,240.94154357910156,248.11199984584184,240.32493296124377,247.51529898435518,6828400
2025-08-11,235.0042724609375,241.81670197443376,233.41303985224644,240.91170341367055,9382000
2025-08-12,233.482666015625,236.65517639199956,232.08039397009134,235.23300976546798,8792800
2025-08-13,238.7536163330078,239.51938321742568,234.9048266286662,234.9048266286662,5663600
2025-08-14,235.80982971191406,237.68946546359632,234.3279945269434,236.9435780196729,4556700
2025-08-15,238.405517578125,239.3005764368598,235.47169667991776,236.3070869714194,4344300
2025-08-18,238.13699340820312,240.09619229601992,237.8088011139115,238.25634571756657,3569600
2025-08-19,239.95697021484375,241.49847401957388,238.17679213204198,238.68399014806363,3328300
2025-08-20,241.22000122070312,241.5481935154394,239.0221128863004,240.7824114943881,3240100
2025-08-21,238.08726501464844,241.17027250642764,237.34137757390693,240.88186937305986,2991900
2025-08-22,240.7625274658203,242.34380526648434,238.902786222591,239.41993911954913,3134900
2025-08-25,238.1171112060547,241.23990801557179,238.1171112060547,241.23990801557179,3513300
2025-08-26,241.29957580566406,243.63668079090112,239.06191337877266,239.6984034176392,5386600
2025-08-27,243.4974365234375,244.6113054154039,240.67301306993454,241.53823764104877,3698400
2025-08-28,244.382568359375,244.5317549596295,242.02556879152556,244.08421033398557,2820800
2025-08-29,242.1548614501953,244.11406043945104,240.3945627533518,243.88531068681337,2967600
2025-09-02,240.17576599121094,240.22549485770298,236.94358694578057,239.57904994354524,3469500
2025-09-03,242.76150512695312,242.91067654506017,238.09721990263387,238.70387562813397,3163200
2025-09-04,245.82461547851562,247.91310648990742,241.51837178689735,244.07427165738468,4765100
2025-09-05,247.16720581054688,247.66446410335772,244.10409290581785,246.8688477998366,3147500
2025-09-08,254.68576049804688,255.73994569933183,245.66550254213925,247.26667492572852,6940300
2025-09-09,257.6891784667969,259.23069738785034,253.48239272504387,254.7155835816965,4931100
2025-09-10,255.471435546875,258.6538705374896,253.16414969226824,258.22623567269505,5185400
2025-09-11,255.60072326660156,257.1322569915436,254.2581197750582,256.14769526118965,3576000
2025-09-12,252.05029296875,255.8393988383958,251.04582147697775,255.54105599442306,3433300
2025-09-15,254.83493041992188,257.62951970970994,252.607222890757,252.62711747230148,4028400
2025-09-16,256.10791015625,256.58528906198615,253.01497802288097,254.85483984783056,2719900
2025-09-17,257.65936279296875,259.5290589688948,255.60073637395558,256.08803982504105,3974800
2025-09-18,263.5469055175781,263.7756552673209,255.3918570558066,257.44055887445245,4988400
2025-09-19,264.939208984375,266.4011495607343,262.1943638809815,264.59112211376805,9858100
2025-09-22,269.8819580078125,270.81680601600624,264.5414088579586,265.1580042782061,5030500
2025-09-23,270.7471923828125,271.80137756212736,267.79347683504665,271.2046918759026,5394100
2025-09-24,266.0630187988281,272.14945539787396,265.83426905988824,271.12510453692653,3159900
2025-09-25,279.8967590332031,282.6714688918742,269.66317454925183,271.4433677912188,11506200
2025-09-26,282.7510070800781,287.26612086169695,278.57402529440606,278.97185620750815,9063900
2025-09-29,278.2657470703125,284.43176245238305,278.12653052116667,284.43176245238305,6022100
2025-09-30,280.6128234863281,284.4516432129359,278.9818016012842,279.33984337980786,5926900
2025-10-01,284.9190673828125,285.0185251185713,278.61383541877615,278.66357946177544,4381300
2025-10-02,285.1477966308594,286.9578241006679,281.23935373359586,284.2229034903291,3814200
2025-10-03,286.78875732421875,291.71162681005865,285.7246172401722,285.9235327073686,4375100
2025-10-06,287.8330078125,289.85187529709646,286.2218654258165,287.0274214440392,2881900
2025-10-07,292.25860595703125,299.38930376184527,291.68179964845746,293.9293866614242,7190100
2025-10-08,287.8727722167969,292.58680163195237,284.89917723621295,292.54701246910076,5297000
2025-10-09,286.6495361328125,288.53911163960544,281.76645588957985,288.2308139156137,4912400
2025-10-10,276.2966003417969,288.79768089176616,275.97834775582334,287.3854540104069,4508500
2025-10-13,275.69989013671875,280.89126794757027,273.13405069008536,278.2558050556195,4333800
2025-10-14,274.6357421875,276.00817989740506,271.0554764986687,274.00919189817495,3058100
2025-10-15,279.2105407714844,283.8847810206661,275.4811034504049,276.8535412406003,3346800
2025-10-16,274.4567565917969,281.0106175652685,274.08879029339886,279.5685563064361,2956900
2025-10-17,279.7376403808594,281.8460108098791,273.84016396661775,274.6357651416382,5309600
2025-10-20,282.0946350097656,283.9344968386629,279.41938285671677,279.70780117644114,3494300
2025-10-21,280.5033874511719,283.74552119326916,280.05587320318244,281.7564880460168,4081000
2025-10-22,285.9334716796875,287.58437284481516,279.80724590374894,280.4437207329408,10538500
2025-10-23,283.4372253417969,284.01403160417743,262.1147874354336,263.4971800499514,16676400
2025-10-24,305.7740783691406,309.0460466206491,280.66253314895914,282.21397668305815,16914200
2025-10-27,311.3731994628906,311.7809549119811,301.21919344851284,306.11219813712256,9868200
2025-10-28,310.8560791015625,317.5989008293665,309.7024361361556,310.88591338729543,6044800
2025-10-29,306.51995849609375,312.6063953454002,305.83373960129563,311.0748616050506,4135900
2025-10-30,308.3598327636719,312.02960166223653,303.3474603058352,304.96852731552923,4694300
2025-10-31,305.724365234375,311.78096795550096,299.9760602449307,310.2891929892067,7697500
2025-11-03,303.0590515136719,310.4284230904427,302.5617932184801,306.31110983814057,4958000
2025-11-04,299.2003173828125,301.5076031187412,294.3769059284642,298.35497222479484,5677300
2025-11-05,305.0878601074219,305.5155253307392,298.0665750252654,299.7274311756871,4650400
2025-11-06,310.7068786621094,313.7103077630075,299.43898898196255,305.0679563831719,6818500
2025-11-07,304.70001220703125,308.30015757819643,300.97057481697243,307.9819049701873,5070800
2025-11-10,309.1300048828125,309.94000244140625,304.2300109863281,306.82000732421875,2975200
2025-11-11,313.7200012207031,317.9100036621094,308.42999267578125,309.0,4381900
2025-11-12,314.9800109863281,324.8999938964844,314.5299987792969,319.8900146484375,6042700
2025-11-13,304.8599853515625,314.6000061035156,303.67999267578125,312.2900085449219,5310200
2025-11-14,305.69000244140625,307.7200012207031,297.5899963378906,300.0,3592500
2025-11-17,297.1700134277344,306.0,296.510009765625,305.5899963378906,3909700
2025-11-18,289.95001220703125,297.0,289.9200134277344,297.0,4861900
2025-11-19,288.5299987792969,291.1099853515625,288.07000732421875,290.5,3595900
2025-11-20,290.3999938964844,300.7099914550781,290.1600036621094,294.6400146484375,5597000
2025-11-21,297.44000244140625,300.4800109863281,291.8900146484375,293.4800109863281,5710900
2025-11-24,304.1199951171875,307.17999267578125,297.510009765625,299.17999267578125,6050600
2025-11-25,304.4800109863281,306.0,297.05999755859375,304.1300048828125,2825300
2025-11-26,304.05999755859375,306.5899963378906,301.6400146484375,305.17999267578125,1123124
